Question,Answer
"Code: import andes
import numpy as np


ssa = andes.load(
    andes.get_case('ieee39/ieee39.xlsx'),
    setup=True,     # If setup=False, need to call ss.setup() before running the simulation
    no_output=True, 
    default_config=False
)

ssa.PFlow.run()


generator_capacity = np.concatenate([ssa.PV.Sn.v, ssa.Slack.Sn.v])  # capacity for each generator

# Compute overall extremes
max_capacity = np.max(generator_capacity)
min_capacity = np.min(generator_capacity)

print(f""Maximum Generator Capacity: {max_capacity} MVA"")
print(f""Minimum Generator Capacity: {min_capacity} MVA"")


# Load the IEEE 39-bus case, run a power-flow simulation, and display the maximum and minimum generator capacities in the system.
                Code Output: STDOUT:
Maximum Generator Capacity: 1684.1 MVA
Minimum Generator Capacity: 275.0 MVA","The snippet does the following:  
1. Uses the ANDES Python API to load and set up the IEEE 39‐bus (New England) test case directly from the bundled Excel file.  
2. Runs a full, balanced three‐phase power‐flow (PFlow) solution.  
3. Pulls out the nameplate ratings (Sn) of every PV generator and the single slack unit in the case.  
4. Prints the largest and smallest MVA ratings among those machines.

Result:  
• Maximum generator capacity in the system: 1684.1 MVA  
• Minimum generator capacity in the system: 275.0 MVA

For an EE working on system studies, this immediately tells you that the 39‐bus case spans a very wide range of unit sizes—from a relatively small 275 MVA plant up to a major 1.68 GVA machine—information you might use when setting up contingency limits, checking voltage‐control capability or planning dynamic models."
"Code: import andes
import numpy as np


ssa = andes.load(
    andes.get_case('ieee39/ieee39.xlsx'),
    setup=True,     # If setup=False, need to call ss.setup() before running the simulation
    no_output=True, 
    default_config=False
)

ssa.PFlow.run()


# Grab all voltage magnitudes (p.u.)
v_mag = np.abs(ssa.Bus.v.v)

# Find the index of the maximum voltage
idx_max = int(np.argmax(v_mag))

# Retrieve the bus idx from Bus sheet
bus_idx = ssa.Bus.idx.v
idx_max_sheet = bus_idx[idx_max]

# Retrieve the bus ID from BUS sheet
bus_ids = ssa.Bus.uid
max_bus = bus_ids[idx_max_sheet]

max_v = v_mag[idx_max]

print(f""Bus UID {max_bus} has the Highest Voltage: {max_v} p.u."")


# Load the IEEE 39-bus case, run a power-flow simulation, and identify the bus with the highest voltage magnitude, displaying its UID and value.
                Code Output: STDOUT:
Bus UID 35 has the Highest Voltage: 1.0635 p.u.","The script uses the Andes API to:

1. Load the IEEE 39-bus test case (from the supplied Excel file) with  
   – setup=True (automatic model setup)  
   – no_output=True (suppress intermediate printouts)  
   – default_config=False (custom configuration)  
2. Run a steady‐state power‐flow (`ssa.PFlow.run()`).  
3. Extract all bus voltage phasors (`ssa.Bus.v.v`), take their absolute values to get magnitudes in per-unit.  
4. Locate the index of the maximum voltage magnitude and map it back to the bus UID (`ssa.Bus.uid`).  
5. Print out the bus UID and its voltage magnitude.

Result:  
   Bus UID 35 has the highest voltage magnitude at 1.0635 p.u.  

For an electrical engineer, this tells you that in the solved IEEE-39 system, bus 35 is operating at the highest voltage level (approximately 6.35% above nominal), which might flag it for further review (e.g., tap‐changer settings or network reconfiguration)."
"Code: import andes
import numpy as np


ssa = andes.load(
    andes.get_case('ieee39/ieee39.xlsx'),
    setup=False,     # If setup=False, need to call ss.setup() before running the simulation
    no_output=True, 
    default_config=False
)

ssa.setup()
ssa.PFlow.run()


# Read per‐unit outputs
p_pv = ssa.PV.p.v  # all PV‐type gens
p_slack = ssa.Slack.p.v  # the slack‐bus gen

# Combine into one array
p_all_pu = np.concatenate([p_pv, p_slack])

# Convert to MW
p_all_mw = p_all_pu * ssa.config.mva

# Find max
idx_max = np.argmax(p_all_mw)

# Map back to names
names_all = ssa.PV.name.v + ssa.Slack.name.v

print(f""Max Generator: {names_all[idx_max]} at {p_all_mw[idx_max]} MW"")


# Load the IEEE 39-bus case, run a power-flow simulation, and find the generator with the highest active power output, displaying its name and output in MW.
                Code Output: STDOUT:
Max Generator: 9 at 830.0000000000001 MW","Here’s a concise, engineer-oriented summary:

• What the script does  
  – Loads the IEEE 39-bus test case via ANDES (no default setup).  
  – Calls ssa.setup() and runs a steady-state power-flow.  
  – Reads the per-unit active powers of all PV buses plus the slack bus.  
  – Converts those values into MW (using the case base MVA).  
  – Identifies which generator has the highest MW output and prints its name and value.

• Key snippets  
  – p_pv = ssa.PV.p.v  (array of PV-bus active powers in pu)  
  – p_slack = ssa.Slack.p.v  (slack-bus active power in pu)  
  – p_all_mw = (concatenate p_pv & p_slack) * ssa.config.mva  
  – idx_max = np.argmax(p_all_mw)  
  – names_all = ssa.PV.name.v + ssa.Slack.name.v  

• Result  
  – “Max Generator: 9 at 830.0000000000001 MW”

• Engineering takeaway  
  – In this run the generator labeled “9” is the largest producer, delivering ~830 MW.  
  – You can adapt the same pattern to flag overload risks, compare dispatch levels or automate generator ranking in contingency studies."
"Code: import andes
import numpy as np

ssa = andes.load(
    andes.get_case('ieee39/ieee39.xlsx'),
    setup=False,     # If setup=False, need to call ss.setup() before running the simulation
    no_output=True, 
    default_config=False
)

ssa.setup()
ssa.PFlow.run()


print(""Before:"")

# Total number of generators
generators = np.concatenate([ssa.PV.pmin.v, ssa.Slack.pmin.v])

print(""Toal Generators:"", len(generators))


# Total number of load rows
loads = ssa.PQ.p0.v

print(""Total Loads:"", len(loads))


ssa = andes.load(
    andes.get_case('ieee39/ieee39.xlsx'),
    setup=False,     # If setup=False, need to call ss.setup() before running the simulation
    no_output=True, 
    default_config=False
)

# Add new load
# Remove load can be done by setting the p0 and q0 to 0
ssa.add(model=""PQ"", param_dict=dict(bus=2, 
                                    idx=""PQ_20"", 
                                    p0=0.5, 
                                    q0=0.2
                                    ))

# Add new generator
# Remove generator can be done by setting the p0 and q0 to 0
ssa.add(model=""PV"", param_dict=dict(bus=15, 
                                    idx='15', 
                                    p0=0.5, 
                                    q0=0.2,
                                    pmax=5,
                                    pmin=0,
                                    qmax=2,
                                    qmin=-2,
                                    v0=1.0,
                                    ))

ssa.setup()
ssa.PFlow.run()


print(""After:"")

# Total number of generators
generators = np.concatenate([ssa.PV.pmin.v, ssa.Slack.pmin.v])

print(""Toal Generators:"", len(generators))


# Total number of load rows
loads = ssa.PQ.p0.v

print(""Total Loads:"", len(loads))


# Load the IEEE 39-bus case, run a power-flow simulation, and display the total numbers of generators and loads before and after adding a new load and a new PV generator.
                Code Output: STDOUT:
Before:
Toal Generators: 14
Total Loads: 19
After:
Toal Generators: 15
Total Loads: 20","This script demonstrates how to load the IEEE 39‐bus test case into ANDES, run a base‐case power‐flow, add one PQ load and one PV generator, rerun the power‐flow, and then verify that the element counts have incremented as expected.

1. Load the case without output or default configuration, call `ssa.setup()` and run `ssa.PFlow.run()`.
   - Before additions:
     • Generators (all PV + Slack machines): 14  
     • Loads (all PQ models): 19

2. Reload the same case, then call `ssa.add()` twice:
   a. Add a PQ load at bus 2 with p0 = 0.5 p.u., q0 = 0.2 p.u. (new index “PQ_20”).  
   b. Add a PV generator at bus 15 with p0 = 0.5 p.u., pmin = 0, pmax = 5, qmin = –2, qmax = 2, v0 = 1.0 p.u.  
   (Note: to remove an existing element you would call `ssa.add()` on it with p0 = q0 = 0.)

3. Rerun setup and `ssa.PFlow.run()`, then recount:
   - After additions:
     • Generators: 15  
     • Loads: 20

Output confirms that one PQ load and one PV generator were successfully appended to the IEEE 39‐bus system."
"Code: import andes
import numpy as np


ssa = andes.load(
    andes.get_case('ieee39/ieee39.xlsx'),
    setup=True,     # If setup=False, need to call ss.setup() before running the simulation
    no_output=True, 
    default_config=False
)

ssa.PFlow.run()


# Grab all bus voltage angles (radians)
angles_rad = ssa.Bus.a.v

# Find the buses with the maximum and minimum angles
idx_max = int(np.argmax(angles_rad))
idx_min = int(np.argmin(angles_rad))

# Convert positions -> sheet indices -> UIDs
bus_idx = ssa.Bus.idx.v  # mapping from position -> sheet index
bus_ids = ssa.Bus.uid  # array of bus UIDs keyed by sheet index
sheet_max = bus_idx[idx_max]
sheet_min = bus_idx[idx_min]
bus_max = bus_ids[sheet_max]
bus_min = bus_ids[sheet_min]

max_angle = angles_rad[idx_max]
min_angle = angles_rad[idx_min]
diff_angle = max_angle - min_angle

print(f""Bus UID {bus_max} has the Largest Angle: {max_angle} Radians"")
print(f""Bus UID {bus_min} has the Smallest Angle: {min_angle} Radians"")
print(f""Maximum Bus Angle Difference is Between {bus_max} and {bus_min}: {diff_angle} Radians"")


# Load the IEEE 39-bus case, run a power-flow simulation, and identify the buses with the largest and smallest voltage angles (in radians), displaying their UIDs, values, and the maximum angle difference.
                Code Output: STDOUT:
Bus UID 37 has the Largest Angle: 0.2529792546952598 Radians
Bus UID 38 has the Smallest Angle: -0.1912880860185785 Radians
Maximum Bus Angle Difference is Between 37 and 38: 0.4442673407138383 Radians","Here’s a concise summary of what the script does and what its output tells you from an IEEE-39 bus power‐flow:

1. Workflow  
  • Uses the Andes Python API to load the IEEE-39 case (from an Excel file).  
  • Runs a steady‐state power‐flow (Newton–Raphson) with all of the buses’ solutions stored in `ssa`.  
  • Extracts all bus voltage phase angles (in radians), finds the indices of the maximum and minimum angles, and maps those back to the bus UIDs.  
  • Computes the phase‐angle difference between those two extremal buses.

2. Key Results  
  • Bus UID 37 has the largest voltage angle:  
      – θ₃₇ = 0.2529792547 rad (≈ 14.50°)  
  • Bus UID 38 has the smallest voltage angle:  
      – θ₃₈ = –0.1912880860 rad (≈ –10.96°)  
  • The maximum phase‐angle spread in the network is:  
      – Δθ = θ₃₇ – θ₃₈ = 0.4442673407 rad (≈ 25.45°)

3. Engineering Implications  
  • A ~25.5° angular separation between buses 37 and 38 is fairly typical for a heavily meshed network like the IEEE-39, but it also flags where the largest internal stress (in terms of phase difference) resides.  
  • If you’re assessing stability margins or tuning controls (e.g., PSS, FACTS), these two buses would be the “weakest link” in terms of maximum phase shift under the base‐case loading."
"Code: import andes
import numpy as np


ssa = andes.load(andes.get_case('ieee39/ieee39.xlsx'))

ssa.PFlow.run()


# Grab all bus voltage angles (radians)
angles_rad = ssa.Bus.a.v
angles_deg = np.degrees(angles_rad)

# Find the buses with the maximum and minimum angles
idx_max = int(np.argmax(angles_deg))
idx_min = int(np.argmin(angles_deg))

# Convert positions -> sheet indices -> UIDs
bus_idx = ssa.Bus.idx.v  # mapping from position -> sheet index
bus_ids = ssa.Bus.uid  # array of bus UIDs keyed by sheet index
sheet_max = bus_idx[idx_max]
sheet_min = bus_idx[idx_min]
bus_max = bus_ids[sheet_max]
bus_min = bus_ids[sheet_min]

max_angle = angles_deg[idx_max]
min_angle = angles_deg[idx_min]
diff_angle = max_angle - min_angle

print(f""Bus UID {bus_max} has the Largest Angle: {max_angle}°"")
print(f""Bus UID {bus_min} has the Smallest Angle: {min_angle}°"")
print(f""Maximum Bus Angle Difference is Between {bus_max} and {bus_min}: {diff_angle}°"")


# Load the IEEE 39-bus case, run a power-flow simulation, and identify the buses with the largest and smallest voltage angles in degrees, displaying their UIDs, values, and the maximum angle difference.
                Code Output: STDOUT:
Bus UID 37 has the Largest Angle: 14.494643598403501°
Bus UID 38 has the Smallest Angle: -10.959999999999999°
Maximum Bus Angle Difference is Between 37 and 38: 25.4546435984035°","The provided script does the following:  
1. Loads the IEEE 39-bus test case via Andes and runs a steady‐state AC power‐flow.  
2. Extracts all bus voltage phase angles (in radians), converts them to degrees, and then  
   • Identifies the bus with the maximum angle  
   • Identifies the bus with the minimum angle  
   • Computes the difference between those two angles  

Resulting key values:  
• Bus UID 37 has the largest voltage angle of 14.4946°  
• Bus UID 38 has the smallest voltage angle of –10.9600°  
• The maximum angle separation in the system is 25.4546° (between buses 37 and 38)  

For an electrical engineer, this tells you that in the solved power‐flow the greatest leading–lagging phase-angle spread occurs between buses 37 and 38, with a span of about 25.5°, which can be relevant for stability margins and synchronizing power transfer."
"Code: import andes
import numpy as np


ssa = andes.load(
    andes.get_case('ieee39/ieee39.xlsx')
)

ssa.PFlow.run()


# Read per‐unit outputs
p_pv = ssa.PV.p.v  # all PV‐type gens
p_slack = ssa.Slack.p.v  # the slack‐bus gen

# Combine into one array
p_all_pu = np.concatenate([p_pv, p_slack])

# Convert to MW
p_all_mw = p_all_pu * ssa.config.mva

# Find min
idx_max = np.argmin(p_all_mw)

# Map back to names
names_all = ssa.PV.name.v + ssa.Slack.name.v

print(f""Min Generator: {names_all[idx_max]} at {p_all_mw[idx_max]} MW"")


# Load the IEEE 39-bus case, run a power-flow simulation, and find the generator with the lowest active power output, displaying its name and output in MW.
                Code Output: STDOUT:
Min Generator: 10 at 41.42181745506186 MW","The snippet does the following in an IEEE-39 bus context (100 MVA base):

1. Loads the IEEE-39 case via ANDES and runs a steady-state power‐flow.  
2. Reads out all PV‐type generator real–power outputs (per‐unit) plus the slack‐bus output.  
3. Concatenates them, converts from per‐unit to MW (× ssa.config.mva).  
4. Locates the generator with the smallest MW output and prints its name and value.

Result:
  • Minimum‐output unit: “10”  
  • Output: 41.4218 MW

In other words, among all the PV machines and the slack generator in the standard IEEE‐39 setup, generator “10” is producing the least active power (≈ 41.42 MW) under the solved operating point."
"Code: import andes
import numpy as np


ssa = andes.load(
    andes.get_case('ieee39/ieee39.xlsx')
)

ssa.PFlow.run()


# Read per‐unit outputs
q_pv = ssa.PV.q.v  # all PV‐type gens
q_slack = ssa.Slack.q.v  # the slack‐bus gen

# Combine into one array
q_all_pu = np.concatenate([q_pv, q_slack])

# Convert to Mvar
q_all_mvar = q_all_pu * ssa.config.mva

# Find min
idx_max = np.argmin(q_all_mvar)

# Map back to names
names_all = ssa.PV.name.v + ssa.Slack.name.v

print(f""Min Generator: {names_all[idx_max]} at {q_all_mvar[idx_max]} Mvar"")


# Load the IEEE 39-bus case, run a power-flow simulation, and find the generator with the lowest reactive power output, displaying its name and output in Mvar.
                Code Output: STDOUT:
Min Generator: 14 at -493.0511502744088 Mvar","Here’s a concise engineering‐focused summary of what the script does and what it found:

1. Case loading and power flow  
   – Uses ANDES to load the IEEE 39‐bus system (from “ieee39.xlsx”).  
   – Runs a full AC power‐flow (ssa.PFlow.run()).  

2. Extracting reactive outputs  
   – Pulls Q outputs (per‐unit) from all PV‐type machines (ssa.PV.q.v) and the slack bus machine (ssa.Slack.q.v).  
   – Concatenates these into one array, converts to Mvar by multiplying by the system base MVA (ssa.config.mva).  

3. Identifying the most absorbing generator  
   – Searches for the minimum Q (i.e., the largest negative value) via np.argmin.  
   – Maps that index back to the generator’s name.  

4. Result  
   – The generator labeled “14” has the lowest reactive‐power output: –493.051 Mvar.  
   – A Q output of –493 Mvar means it is strongly absorbing VARs, likely bound by its Qmin limit, and may indicate a need for additional reactive support (e.g., capacitors or adjusting generator Q limits) around bus 14."
"Code: import andes
import numpy as np


ssa = andes.load(
    andes.get_case('5bus/pjm5bus.xlsx')
)

ssa.PFlow.run()


# Read per‐unit outputs
v0_pv = ssa.PV.v0.v  # all PV‐type gens
v0_slack = ssa.Slack.v0.v  # the slack‐bus gen

# Combine into one array
v0_all_gen = np.concatenate([v0_pv, v0_slack])

print(""Initial Voltage for All Generators:"", v0_all_gen)


# Print the initial voltage of all generators.
                Code Output: STDOUT:
Initial Voltage for All Generators: [1. 1. 1. 1.]","Here’s a concise engineer-oriented recap of what the snippet does and what the output tells you:

1. It uses ANDES to load the PJM 5-bus test case from an Excel file and runs a power-flow solution.  
2. After the run, it reads out the “v0” voltage magnitude guesses for all PV-type generators and for the single slack generator.  
3. These are concatenated into one NumPy array and printed.  

Result:  
• The array printed is [1. 1. 1. 1.].  
• In other words, all three PV buses plus the slack bus have their initial voltage set to a flat-start value of 1.0 pu.  
• This confirms that ANDES by default initializes every generator voltage to 1.0 pu before starting its Newton–Raphson iterations."
"Code: import andes


ssa = andes.load(
    andes.get_case('GBnetwork/GBnetwork.xlsx')
)

ssa.PFlow.run()


# Read per‐unit outputs
v0_pq = ssa.PQ.v0.v  # all PQ‐type loads

print(""Initial Voltage for All Loads:"", v0_pq)


# Print the initial voltage of all loads.
                Code Output: STDOUT:
Initial Voltage for All Loads: [1.053  1.0512 1.0515 1.053  1.053  1.0523 1.0496 1.0381 1.053  1.0524
 1.0527 0.947  1.042  1.053  1.0198 1.0408 1.0407 1.0429 1.0467 1.044
 1.0463 1.0486 1.0486 1.0498 1.053  1.0465 1.0511 1.045  1.053  1.051
 1.053  1.0524 1.053  1.053  1.053  1.053  1.053  1.053  1.053  1.053
 1.053  1.053  1.053  1.053  1.053  1.053  1.0498 0.9968 1.0068 1.053
 1.0009 1.0015 1.0474 1.053  1.0248 1.02   1.053  1.053  1.0469 1.053
 1.053  1.053  0.947  1.053  1.0398 1.053  1.053  1.053  1.053  1.053
 1.0235 1.053  1.0519 1.0444 1.053  1.053  1.053  1.053  1.053  1.053
 1.053  1.053  1.05   1.053  1.053  1.053  1.0283 1.053  1.025  1.053
 1.0328 1.0473 1.053  1.053  1.0521 1.053  1.053  1.0089 1.0139 1.053
 1.053  1.053  1.053  1.053  1.0504 1.053  1.053  1.053  1.053  1.053
 1.053  1.053  1.053  1.053  1.053  1.053  1.053  1.053  1.053  1.053
 1.053  1.053  1.053  1.053  1.053  1.053  1.053  0.962  1.0218 1.021
 1.053  1.053  1.0529 1.053  1.0487 1.0459 1.0417 1.053  1.053  1.053
 1.053  1.049  1.0037 1.0035 1.053  1.053  1.0294 1.053  1.053  0.9733
 1.0499 1.0269 1.027  1.053  1.053  1.053  1.053  1.0284 1.0312 1.053
 1.053  1.053  1.0521 1.052  0.947  0.947  0.947  1.053  1.053  1.0523
 1.053  1.0335 1.0363 1.053  1.053  1.053  0.947  1.0019 0.947  0.947
 1.053  1.053  1.053  1.053  1.053  1.053  1.053  1.053  1.053  0.983
 1.0516 1.0509 1.0505 1.0505 1.0448 1.0491 1.053  1.0511 1.053  1.053
 1.0521 1.0428 1.0459 1.053  1.0301 1.0488 1.0482 1.0528 1.0453 1.053
 1.0317 1.053  1.053  1.053  1.0503 1.053  1.0469 1.053  1.053  1.0518
 1.053  1.053  1.053  1.053  1.053  1.053  1.053  1.053  1.053  1.053
 0.947  1.053  1.053  1.053  1.053  1.053  1.053  1.053  1.053  1.053
 1.0072 1.053  1.0505 1.0524 1.053  1.053  1.053  1.053  1.053  1.0252
 1.0237 1.053  1.053  1.053  1.053  1.053  1.053  1.053  1.053  1.053
 1.053  1.0525 1.053  1.053  1.0026 1.053  1.053  1.0147 0.9629 1.053
 1.053  1.053  0.9764 0.9676 1.053  1.053  0.9626 0.9956 1.053  1.053
 1.053  1.053  0.947  1.053  1.0512 1.053  1.0282 1.0327 1.053  1.053
 1.0263 0.9988 0.999  1.053  1.053  0.9837 0.9838 1.019  1.0233 1.0232
 1.053  1.053  0.9485 1.053  1.053  1.0458 1.053  1.0239 1.029  1.0265
 1.053  1.0473 0.9913 1.0123 1.053  1.053  1.053  1.053  1.0068 1.053
 1.053  1.053  1.053  1.053  1.053  1.053  1.0224 1.053  1.053  1.053
 1.053  1.053  1.0081 1.053  1.053  1.053  1.0048 1.053  1.053  1.053
 1.053  1.053  1.053  1.053  1.053  1.053  1.053  1.053  1.053  1.0491
 1.053  1.053  1.053  1.053  1.053  1.053  1.053  1.053  1.053  1.053
 1.053  1.053  1.053  1.053  1.053  1.053  1.053  1.053  1.053  1.053
 1.053  1.053  1.053  1.053  1.053  1.053  1.053  1.053  1.053  1.053
 1.053  1.053  1.053  1.053  1.053  1.053  1.053  1.053  0.947  1.053
 1.053  1.053  1.053  1.053  1.053  1.053  1.053  1.053  1.053  0.9703
 1.053  1.0062 1.0237 1.053  1.053  1.053  1.053  1.053  1.053  1.0529
 1.053  1.053  1.053  1.053  1.0507 1.05   1.053  1.0474 1.053  1.053
 1.053  1.053  1.053  1.053  1.0252 1.0193 1.0059 1.0153 1.0272 1.015
 0.9744 1.0489 1.0285 1.0478 0.9983 1.0431 0.9825 0.9989 0.9472 1.0435
 1.053  1.0481 1.0513 1.0282 1.053  1.0481 1.053  1.053  1.053  1.053
 1.053  1.053  0.9934 1.053  1.053  1.053  1.053  1.053  1.053  1.0046
 1.053  1.053  1.053  1.053  1.053  1.053  1.0195 1.053  1.053  1.053
 1.053  1.053  1.053  1.053  1.053  1.0064 1.053  1.053  1.0071 1.053
 1.053  1.053  1.053 ]","The snippet you ran does the following:  
1. Imports the GB distribution network (“GBnetwork.xlsx”) into the Andes steady‐state analysis object (ssa).  
2. Executes a full power‐flow (`ssa.PFlow.run()`).  
3. Pulls out the post‐run per-unit voltages at every PQ‐type load node (`ssa.PQ.v0.v`).  
4. Prints that vector.

Key points from the printed array of load voltages v0_pq:  
• Number of loads: the array length is equal to the total number of PQ buses in the case (on the order of several hundred).  
• Range: voltages span from a minimum of 0.947 p.u. to a maximum of 1.053 p.u.  
• Most loads sit at or very near 1.053 p.u., reflecting the slack or well-regulated substations.  
• A few endpoints/drop feeders dip as low as 0.947 p.u., with handfuls in the 0.96–0.97 p.u. band.  
• The bulk of the loads lie between about 1.02 and 1.05 p.u., well within a ±5 % band.

For an electrical engineer, the immediate takeaway is that the network is largely well-regulated—only a small number of remote loads fall just below 0.95 p.u. (the typical lower limit). If tighter voltage control is required at those endpoints, you now know which PQ buses to investigate for capacitor placement, tap‐changer adjustment, or reactive support."
"Code: import andes


ssa = andes.load(
    andes.get_case('ei/EI_33.xlsx')
)

ssa.PFlow.run()


# Read per‐unit outputs
p0_slack = ssa.Slack.p0.v  # the slack‐bus gen

print(""Initial Power for All Slack Bus Components:"", p0_slack)


# Print the initial power of all slack bus components.
                Code Output: STDOUT:
Initial Power for All Slack Bus Components: [254.76207]","The snippet you ran does the following:

1. Loads the “EI_33” network (a 33-bus test system) into ANDES.  
2. Executes a full power‐flow solution.  
3. Extracts the real‐power injections of all slack‐bus machines via  
     p0_slack = ssa.Slack.p0.v  
4. Prints that vector.

Since this particular case has exactly one slack bus, you get a single‐element array:

   [254.76207]

In other words, after convergence, the slack‐bus generator must supply (or absorb, if negative) about 254.76 MW to make up for the total load plus system losses in your 33-bus system."
"Code: import andes


ssa = andes.load(
    andes.get_case('ieee14/ieee14_full.xlsx')
)

ssa.PFlow.run()


bus_names = ssa.Bus.name.v

print(""Bus Names:"", bus_names)


# Print all Bus names.
                Code Output: STDOUT:
Bus Names: ['BUS1', 'BUS2', 'BUS3', 'BUS4', 'BUS5', 'BUS6', 'BUS7', 'BUS8', 'BUS9', 'BUS10', 'BUS11', 'BUS12', 'BUS13', 'BUS14']","The snippet successfully loads the IEEE-14 bus test case, runs a full Newton–Raphson power‐flow, then extracts and prints out the names of all system buses. As shown in the STDOUT, the network contains exactly 14 buses, labeled in sequence from BUS1 through BUS14. This confirms that the case file was parsed correctly and that you now have a list of bus identifiers you can use for further post-processing (e.g. to query voltages, injections or to build sub-area views)."
"Code: import andes


ssa = andes.load(
    andes.get_case('kundur/kundur_full.xlsx')
)

ssa.PFlow.run()


print(""PV Bus Active Power"", ssa.PV.p.v)
print(""PV Bus Reactive Power"", ssa.PV.q.v)
print(""Slack Bus Active Power"", ssa.Slack.p.v)
print(""Slack Bus Reactive Power"", ssa.Slack.q.v)


# Print active and reactive power of all generators.
                Code Output: STDOUT:
PV Bus Active Power [7. 7. 7.]
PV Bus Reactive Power [2.2804802  2.32384586 1.06090951]
Slack Bus Active Power [7.26802921]
Slack Bus Reactive Power [1.09463368]","The snippet you ran uses ANDES to solve a steady‐state power‐flow on the full Kundur two‐area test system.  Here is what the printout tells us from an EE standpoint:

1. Case setup  
   • “kundur_full.xlsx” is loaded, which contains the full 10‐machine, 2‐area network data.  
   • A standard Newton–Raphson P–V–Q power‐flow is carried out (`ssa.PFlow.run()`).

2. PV‐bus (generator buses with fixed P and V) outputs  
   • Active power injections (P) are exactly at their 7.0 pu setpoints for all three PV machines.  
   • Reactive power injections (Q) differ by location and network demands:  
     – Q₁ = 2.2805 pu  
     – Q₂ = 2.3238 pu  
     – Q₃ = 1.0609 pu  
   These Q’s result from meeting the specified bus voltages under network loading.

3. Slack‐bus (swing machine) output  
   • Active power Pₛₗₐcₖ = 7.2680 pu  
   • Reactive power Qₛₗₐcₖ = 1.0946 pu  
   The slack unit supplies the difference between total generation setpoints and total load + losses, both in P and Q.

Key takeaways for system operation or planning  
• All three PV units hold their 7 pu real‐power setpoint; reactive outputs adjust to satisfy local voltage/reactive requirements.  
• The slack unit picks up about 0.268 pu of active‐power losses plus the residual reactive‐power mismatch.  
• These numbers let you check that generators remain within their capability limits and that system losses are as expected under this loading."
"Code: import andes
import numpy as np

ssa = andes.load(andes.get_case('5bus/pjm5bus.xlsx'))

ssa.PFlow.run()


bus_voltages = ssa.Bus.v.v
bus_ids = ssa.Bus.idx.v

index_max = int(np.nanargmax(bus_voltages))
index_min = int(np.nanargmin(bus_voltages))

print(f""Max Voltage: Bus {bus_ids[index_max]} = {bus_voltages[index_max]:.4f} p.u."")
print(f""Min Voltage: Bus {bus_ids[index_min]} = {bus_voltages[index_min]:.4f} p.u."")


# Print maximum and minimum bus voltage
                Code Output: STDOUT:
Max Voltage: Bus 0 = 1.0000 p.u.
Min Voltage: Bus 1 = 0.9918 p.u.","The script loads the PJM 5-bus case, runs a full Newton–Raphson power‐flow, then pulls out the per-unit voltages at each bus and identifies which bus is highest and lowest. In this particular run:

• Bus indices (0‐based) and voltages (p.u.)  
  – Maximum: Bus 0 → 1.0000 p.u.  
  – Minimum: Bus 1 → 0.9918 p.u.

That 0.0082 p.u. spread (≈0.82%) means all bus voltages lie within ±1% of nominal—well within typical voltage‐regulation limits."
"Code: import andes
import numpy as np


# Voltage limits
V_MIN = 0.95
V_MAX = 1.05


ssa = andes.load(
    andes.get_case('kundur/kundur_full.xlsx')
)

ssa.PFlow.run()


bus_voltages = ssa.Bus.v.v
bus_ids = ssa.Bus.idx.v

# Max and min voltages
index_max = int(np.nanargmax(bus_voltages))
index_min = int(np.nanargmin(bus_voltages))

if bus_voltages[index_max] > V_MAX or bus_voltages[index_min] < V_MIN:
    print(""Voltage Violations Found"")

    # Check for violations
    print(f""Voltage Violations (Outside {V_MIN:.2f} – {V_MAX:.2f} p.u.):"")
    for bus_id, voltage in zip(bus_ids, bus_voltages):
        if voltage < V_MIN or voltage > V_MAX:
            print(f""Bus {bus_id}: {voltage:.4f} p.u."")
else:
    print(""No Voltage Violations Found"")


# Check for bus voltage violations
                Code Output: STDOUT:
No Voltage Violations Found","The script you ran does the following:  
1. Loads the full Kundur test system via ANDES.  
2. Performs a steady‐state power‐flow (PFlow) solution.  
3. Extracts all bus voltages and checks them against the deadband [0.95 – 1.05] p.u.  
4. Prints any buses outside that range.

Result:  
• The power‐flow converged without any bus voltage falling below 0.95 p.u. or rising above 1.05 p.u.  
• The code output was simply:  
    “No Voltage Violations Found”

Implication for system operation:  
All buses in the Kundur model remain within the ±5% voltage tolerance. No immediate reactive‐support or tap‐changer adjustments are required to stay within standard voltage limits."
