model_key,model_label,scenario_id,blueprint,case_family,case_source,turn_id,turn_passed,score_total,format_score,grounding_score,continuity_score,execution_score,semantic_score,artifact_score,format_valid,execution_passed,semantic_passed,artifact_passed,response_used_fallback,failure_categories
base_openai,Base OpenAI,scenario_013,low_buses_add_slack_plot,ieee14,builtin,2,False,50.59,10.0,20.59,15.0,0.0,0.0,5.0,True,False,False,True,False,"grounding,execution,semantic"
base_openai,Base OpenAI,scenario_013,low_buses_add_slack_plot,ieee14,builtin,3,False,40.91,10.0,20.0,10.91,0.0,0.0,0.0,True,False,False,False,False,"grounding,continuity,execution,semantic,artifact"
base_openai,Base OpenAI,scenario_014,low_buses_add_slack_plot,ieee14,builtin,1,False,55.0,10.0,25.0,15.0,0.0,0.0,5.0,True,False,False,True,False,"grounding,execution,semantic"
base_openai,Base OpenAI,scenario_014,low_buses_add_slack_plot,ieee14,builtin,2,False,50.59,10.0,20.59,15.0,0.0,0.0,5.0,True,False,False,True,False,"grounding,execution,semantic"
base_openai,Base OpenAI,scenario_014,low_buses_add_slack_plot,ieee14,builtin,3,False,40.91,10.0,20.0,10.91,0.0,0.0,0.0,True,False,False,False,False,"grounding,continuity,execution,semantic,artifact"
base_openai,Base OpenAI,scenario_015,voltage_rank_add_scale_plot,ieee14,uploaded,1,False,55.0,10.0,25.0,15.0,0.0,0.0,5.0,True,False,False,True,False,"execution,semantic"
base_openai,Base OpenAI,scenario_015,voltage_rank_add_scale_plot,ieee14,uploaded,2,False,50.59,10.0,20.59,15.0,0.0,0.0,5.0,True,False,False,True,False,"grounding,execution,semantic"
base_openai,Base OpenAI,scenario_015,voltage_rank_add_scale_plot,ieee14,uploaded,3,False,45.91,10.0,25.0,10.91,0.0,0.0,0.0,True,False,False,False,False,"continuity,execution,semantic,artifact"
base_openai,Base OpenAI,scenario_016,voltage_rank_add_scale_plot,ieee14,uploaded,1,False,55.0,10.0,25.0,15.0,0.0,0.0,5.0,True,False,False,True,False,"grounding,execution,semantic"
base_openai,Base OpenAI,scenario_016,voltage_rank_add_scale_plot,ieee14,uploaded,2,False,50.59,10.0,20.59,15.0,0.0,0.0,5.0,True,False,False,True,False,"grounding,execution,semantic"
base_openai,Base OpenAI,scenario_016,voltage_rank_add_scale_plot,ieee14,uploaded,3,False,45.91,10.0,25.0,10.91,0.0,0.0,0.0,True,False,False,False,False,"continuity,execution,semantic,artifact"
base_openai,Base OpenAI,scenario_017,voltage_rank_add_scale_plot,ieee14,uploaded,1,False,45.0,0.0,25.0,15.0,0.0,0.0,5.0,False,False,False,True,False,"format,grounding,execution,semantic"
base_openai,Base OpenAI,scenario_017,voltage_rank_add_scale_plot,ieee14,uploaded,2,False,40.59,0.0,20.59,15.0,0.0,0.0,5.0,False,False,False,True,False,"format,grounding,execution,semantic"
base_openai,Base OpenAI,scenario_017,voltage_rank_add_scale_plot,ieee14,uploaded,3,False,28.18,0.0,20.0,8.18,0.0,0.0,0.0,False,False,False,False,False,"format,grounding,continuity,execution,semantic,artifact"
base_openai,Base OpenAI,scenario_018,voltage_rank_add_scale_plot,ieee14,uploaded,1,False,55.0,10.0,25.0,15.0,0.0,0.0,5.0,True,False,False,True,False,"grounding,execution,semantic"
base_openai,Base OpenAI,scenario_018,voltage_rank_add_scale_plot,ieee14,uploaded,2,False,50.59,10.0,20.59,15.0,0.0,0.0,5.0,True,False,False,True,False,"grounding,execution,semantic"
base_openai,Base OpenAI,scenario_018,voltage_rank_add_scale_plot,ieee14,uploaded,3,False,45.91,10.0,25.0,10.91,0.0,0.0,0.0,True,False,False,False,False,"continuity,execution,semantic,artifact"
base_openai,Base OpenAI,scenario_019,threshold_slack_add_extremes,ieee14,uploaded,1,False,55.0,10.0,25.0,15.0,0.0,0.0,5.0,True,False,False,True,False,"execution,semantic"
base_openai,Base OpenAI,scenario_019,threshold_slack_add_extremes,ieee14,uploaded,2,False,48.18,10.0,18.18,15.0,0.0,0.0,5.0,True,False,False,True,False,"grounding,execution,semantic"
base_openai,Base OpenAI,scenario_019,threshold_slack_add_extremes,ieee14,uploaded,3,False,41.59,10.0,20.59,6.0,0.0,0.0,5.0,True,False,False,True,False,"grounding,continuity,execution,semantic"
base_openai,Base OpenAI,scenario_020,threshold_slack_add_extremes,ieee14,uploaded,1,False,55.0,10.0,25.0,15.0,0.0,0.0,5.0,True,False,False,True,False,"grounding,execution,semantic"
base_openai,Base OpenAI,scenario_020,threshold_slack_add_extremes,ieee14,uploaded,2,False,48.18,10.0,18.18,15.0,0.0,0.0,5.0,True,False,False,True,False,"grounding,execution,semantic"
base_openai,Base OpenAI,scenario_020,threshold_slack_add_extremes,ieee14,uploaded,3,False,41.59,10.0,20.59,6.0,0.0,0.0,5.0,True,False,False,True,False,"grounding,continuity,execution,semantic"
base_openai,Base OpenAI,scenario_021,threshold_slack_add_extremes,ieee14,uploaded,1,False,55.0,10.0,25.0,15.0,0.0,0.0,5.0,True,False,False,True,False,"grounding,execution,semantic"
base_openai,Base OpenAI,scenario_021,threshold_slack_add_extremes,ieee14,uploaded,2,False,48.18,10.0,18.18,15.0,0.0,0.0,5.0,True,False,False,True,False,"grounding,execution,semantic"
base_openai,Base OpenAI,scenario_021,threshold_slack_add_extremes,ieee14,uploaded,3,False,41.59,10.0,20.59,6.0,0.0,0.0,5.0,True,False,False,True,False,"grounding,continuity,execution,semantic"
base_openai,Base OpenAI,scenario_022,threshold_slack_add_extremes,ieee14,uploaded,1,False,55.0,10.0,25.0,15.0,0.0,0.0,5.0,True,False,False,True,False,"execution,semantic"
base_openai,Base OpenAI,scenario_022,threshold_slack_add_extremes,ieee14,uploaded,2,False,48.18,10.0,18.18,15.0,0.0,0.0,5.0,True,False,False,True,False,"grounding,execution,semantic"
base_openai,Base OpenAI,scenario_022,threshold_slack_add_extremes,ieee14,uploaded,3,False,41.59,10.0,20.59,6.0,0.0,0.0,5.0,True,False,False,True,False,"grounding,continuity,execution,semantic"
base_openai,Base OpenAI,scenario_023,extremes_pv_scale_barplot,ieee14,uploaded,1,False,55.0,10.0,25.0,15.0,0.0,0.0,5.0,True,False,False,True,False,"execution,semantic"
base_openai,Base OpenAI,scenario_023,extremes_pv_scale_barplot,ieee14,uploaded,2,False,48.18,10.0,18.18,15.0,0.0,0.0,5.0,True,False,False,True,False,"grounding,execution,semantic"
base_openai,Base OpenAI,scenario_023,extremes_pv_scale_barplot,ieee14,uploaded,3,False,36.59,10.0,20.59,6.0,0.0,0.0,0.0,True,False,False,False,False,"grounding,continuity,execution,semantic,artifact"
base_openai,Base OpenAI,scenario_024,extremes_pv_scale_barplot,ieee14,uploaded,1,False,55.0,10.0,25.0,15.0,0.0,0.0,5.0,True,False,False,True,False,"execution,semantic"
base_openai,Base OpenAI,scenario_024,extremes_pv_scale_barplot,ieee14,uploaded,2,False,55.0,10.0,25.0,15.0,0.0,0.0,5.0,True,False,False,True,False,"execution,semantic"
base_openai,Base OpenAI,scenario_024,extremes_pv_scale_barplot,ieee14,uploaded,3,False,50.0,10.0,25.0,15.0,0.0,0.0,0.0,True,False,False,False,False,"execution,semantic,artifact"
base_openai,Base OpenAI,scenario_025,extremes_pv_scale_barplot,ieee14,uploaded,1,False,55.0,10.0,25.0,15.0,0.0,0.0,5.0,True,False,False,True,False,"execution,semantic"
base_openai,Base OpenAI,scenario_025,extremes_pv_scale_barplot,ieee14,uploaded,2,False,48.18,10.0,18.18,15.0,0.0,0.0,5.0,True,False,False,True,False,"grounding,execution,semantic"
base_openai,Base OpenAI,scenario_025,extremes_pv_scale_barplot,ieee14,uploaded,3,False,36.59,10.0,20.59,6.0,0.0,0.0,0.0,True,False,False,False,False,"grounding,continuity,execution,semantic,artifact"
base_openai,Base OpenAI,scenario_026,low_buses_add_slack_plot,ieee14,uploaded,1,False,55.0,10.0,25.0,15.0,0.0,0.0,5.0,True,False,False,True,False,"execution,semantic"
base_openai,Base OpenAI,scenario_026,low_buses_add_slack_plot,ieee14,uploaded,2,False,50.59,10.0,20.59,15.0,0.0,0.0,5.0,True,False,False,True,False,"grounding,execution,semantic"
base_openai,Base OpenAI,scenario_026,low_buses_add_slack_plot,ieee14,uploaded,3,False,30.0,10.0,20.0,0.0,0.0,0.0,0.0,True,False,False,False,False,"grounding,continuity,execution,semantic,artifact"
base_openai,Base OpenAI,scenario_027,low_buses_add_slack_plot,ieee14,uploaded,1,False,55.0,10.0,25.0,15.0,0.0,0.0,5.0,True,False,False,True,False,"execution,semantic"
base_openai,Base OpenAI,scenario_027,low_buses_add_slack_plot,ieee14,uploaded,2,False,50.59,10.0,20.59,15.0,0.0,0.0,5.0,True,False,False,True,False,"grounding,execution,semantic"
base_openai,Base OpenAI,scenario_027,low_buses_add_slack_plot,ieee14,uploaded,3,False,40.91,10.0,20.0,10.91,0.0,0.0,0.0,True,False,False,False,False,"grounding,continuity,execution,semantic,artifact"
base_openai,Base OpenAI,scenario_028,low_buses_add_slack_plot,ieee14,uploaded,1,False,55.0,10.0,25.0,15.0,0.0,0.0,5.0,True,False,False,True,False,"grounding,execution,semantic"
base_openai,Base OpenAI,scenario_028,low_buses_add_slack_plot,ieee14,uploaded,2,False,50.59,10.0,20.59,15.0,0.0,0.0,5.0,True,False,False,True,False,"grounding,execution,semantic"
base_openai,Base OpenAI,scenario_028,low_buses_add_slack_plot,ieee14,uploaded,3,False,40.91,10.0,20.0,10.91,0.0,0.0,0.0,True,False,False,False,False,"grounding,continuity,execution,semantic,artifact"
base_openai,Base OpenAI,scenario_029,voltage_rank_add_scale_plot,ieee39,builtin,1,False,45.0,0.0,25.0,15.0,0.0,0.0,5.0,False,False,False,True,False,"format,execution,semantic"
base_openai,Base OpenAI,scenario_029,voltage_rank_add_scale_plot,ieee39,builtin,2,False,40.59,0.0,20.59,15.0,0.0,0.0,5.0,False,False,False,True,False,"format,grounding,execution,semantic"
base_openai,Base OpenAI,scenario_029,voltage_rank_add_scale_plot,ieee39,builtin,3,False,30.91,0.0,20.0,10.91,0.0,0.0,0.0,False,False,False,False,False,"format,grounding,continuity,execution,semantic,artifact"
base_openai,Base OpenAI,scenario_030,voltage_rank_add_scale_plot,ieee39,builtin,1,False,55.0,10.0,25.0,15.0,0.0,0.0,5.0,True,False,False,True,False,"grounding,execution,semantic"
base_openai,Base OpenAI,scenario_030,voltage_rank_add_scale_plot,ieee39,builtin,2,False,50.59,10.0,20.59,15.0,0.0,0.0,5.0,True,False,False,True,False,"grounding,execution,semantic"
base_openai,Base OpenAI,scenario_030,voltage_rank_add_scale_plot,ieee39,builtin,3,False,40.91,10.0,20.0,10.91,0.0,0.0,0.0,True,False,False,False,False,"grounding,continuity,execution,semantic,artifact"
base_openai,Base OpenAI,scenario_031,voltage_rank_add_scale_plot,ieee39,builtin,1,False,55.0,10.0,25.0,15.0,0.0,0.0,5.0,True,False,False,True,False,"execution,semantic"
base_openai,Base OpenAI,scenario_031,voltage_rank_add_scale_plot,ieee39,builtin,2,False,50.59,10.0,20.59,15.0,0.0,0.0,5.0,True,False,False,True,False,"grounding,execution,semantic"
base_openai,Base OpenAI,scenario_031,voltage_rank_add_scale_plot,ieee39,builtin,3,False,45.91,10.0,25.0,10.91,0.0,0.0,0.0,True,False,False,False,False,"continuity,execution,semantic,artifact"
base_openai,Base OpenAI,scenario_032,voltage_rank_add_scale_plot,ieee39,builtin,1,False,55.0,10.0,25.0,15.0,0.0,0.0,5.0,True,False,False,True,False,"execution,semantic"
base_openai,Base OpenAI,scenario_032,voltage_rank_add_scale_plot,ieee39,builtin,2,False,50.59,10.0,20.59,15.0,0.0,0.0,5.0,True,False,False,True,False,"grounding,execution,semantic"
base_openai,Base OpenAI,scenario_032,voltage_rank_add_scale_plot,ieee39,builtin,3,False,40.91,10.0,20.0,10.91,0.0,0.0,0.0,True,False,False,False,False,"grounding,continuity,execution,semantic,artifact"
base_openai,Base OpenAI,scenario_033,threshold_slack_add_extremes,ieee39,builtin,1,False,55.0,10.0,25.0,15.0,0.0,0.0,5.0,True,False,False,True,False,"execution,semantic"
base_openai,Base OpenAI,scenario_033,threshold_slack_add_extremes,ieee39,builtin,2,False,48.18,10.0,18.18,15.0,0.0,0.0,5.0,True,False,False,True,False,"grounding,execution,semantic"
base_openai,Base OpenAI,scenario_033,threshold_slack_add_extremes,ieee39,builtin,3,False,41.59,10.0,20.59,6.0,0.0,0.0,5.0,True,False,False,True,False,"grounding,continuity,execution,semantic"
base_openai,Base OpenAI,scenario_034,threshold_slack_add_extremes,ieee39,builtin,1,False,55.0,10.0,25.0,15.0,0.0,0.0,5.0,True,False,False,True,False,"grounding,execution,semantic"
base_openai,Base OpenAI,scenario_034,threshold_slack_add_extremes,ieee39,builtin,2,False,48.18,10.0,18.18,15.0,0.0,0.0,5.0,True,False,False,True,False,"grounding,execution,semantic"
base_openai,Base OpenAI,scenario_034,threshold_slack_add_extremes,ieee39,builtin,3,False,41.59,10.0,20.59,6.0,0.0,0.0,5.0,True,False,False,True,False,"grounding,continuity,execution,semantic"
base_openai,Base OpenAI,scenario_035,threshold_slack_add_extremes,ieee39,builtin,1,False,55.0,10.0,25.0,15.0,0.0,0.0,5.0,True,False,False,True,False,"execution,semantic"
base_openai,Base OpenAI,scenario_035,threshold_slack_add_extremes,ieee39,builtin,2,False,48.18,10.0,18.18,15.0,0.0,0.0,5.0,True,False,False,True,False,"grounding,execution,semantic"
base_openai,Base OpenAI,scenario_035,threshold_slack_add_extremes,ieee39,builtin,3,False,41.59,10.0,20.59,6.0,0.0,0.0,5.0,True,False,False,True,False,"grounding,continuity,execution,semantic"
base_openai,Base OpenAI,scenario_036,threshold_slack_add_extremes,ieee39,builtin,1,False,45.0,0.0,25.0,15.0,0.0,0.0,5.0,False,False,False,True,False,"format,grounding,execution,semantic"
base_openai,Base OpenAI,scenario_036,threshold_slack_add_extremes,ieee39,builtin,2,False,38.18,0.0,18.18,15.0,0.0,0.0,5.0,False,False,False,True,False,"format,grounding,execution,semantic"
base_openai,Base OpenAI,scenario_036,threshold_slack_add_extremes,ieee39,builtin,3,False,31.59,0.0,20.59,6.0,0.0,0.0,5.0,False,False,False,True,False,"format,grounding,continuity,execution,semantic"
base_openai,Base OpenAI,scenario_037,extremes_pv_scale_barplot,ieee39,builtin,1,False,55.0,10.0,25.0,15.0,0.0,0.0,5.0,True,False,False,True,False,"execution,semantic"
base_openai,Base OpenAI,scenario_037,extremes_pv_scale_barplot,ieee39,builtin,2,False,48.18,10.0,18.18,15.0,0.0,0.0,5.0,True,False,False,True,False,"grounding,execution,semantic"
base_openai,Base OpenAI,scenario_037,extremes_pv_scale_barplot,ieee39,builtin,3,False,36.59,10.0,20.59,6.0,0.0,0.0,0.0,True,False,False,False,False,"grounding,continuity,execution,semantic,artifact"
base_openai,Base OpenAI,scenario_038,extremes_pv_scale_barplot,ieee39,builtin,1,False,55.0,10.0,25.0,15.0,0.0,0.0,5.0,True,False,False,True,False,"execution,semantic"
base_openai,Base OpenAI,scenario_038,extremes_pv_scale_barplot,ieee39,builtin,2,False,48.18,10.0,18.18,15.0,0.0,0.0,5.0,True,False,False,True,False,"grounding,execution,semantic"
base_openai,Base OpenAI,scenario_038,extremes_pv_scale_barplot,ieee39,builtin,3,False,36.59,10.0,20.59,6.0,0.0,0.0,0.0,True,False,False,False,False,"grounding,continuity,execution,semantic,artifact"
base_openai,Base OpenAI,scenario_039,extremes_pv_scale_barplot,ieee39,builtin,1,False,45.0,0.0,25.0,15.0,0.0,0.0,5.0,False,False,False,True,False,"format,grounding,execution,semantic"
base_openai,Base OpenAI,scenario_039,extremes_pv_scale_barplot,ieee39,builtin,2,False,38.18,0.0,18.18,15.0,0.0,0.0,5.0,False,False,False,True,False,"format,grounding,execution,semantic"
base_openai,Base OpenAI,scenario_039,extremes_pv_scale_barplot,ieee39,builtin,3,False,26.59,0.0,20.59,6.0,0.0,0.0,0.0,False,False,False,False,False,"format,grounding,continuity,execution,semantic,artifact"
base_openai,Base OpenAI,scenario_040,low_buses_add_slack_plot,ieee39,builtin,1,False,55.0,10.0,25.0,15.0,0.0,0.0,5.0,True,False,False,True,False,"grounding,execution,semantic"
base_openai,Base OpenAI,scenario_040,low_buses_add_slack_plot,ieee39,builtin,2,False,50.59,10.0,20.59,15.0,0.0,0.0,5.0,True,False,False,True,False,"grounding,execution,semantic"
base_openai,Base OpenAI,scenario_040,low_buses_add_slack_plot,ieee39,builtin,3,False,38.18,10.0,20.0,8.18,0.0,0.0,0.0,True,False,False,False,False,"grounding,continuity,execution,semantic,artifact"
base_openai,Base OpenAI,scenario_041,low_buses_add_slack_plot,ieee39,builtin,1,False,55.0,10.0,25.0,15.0,0.0,0.0,5.0,True,False,False,True,False,"grounding,execution,semantic"
base_openai,Base OpenAI,scenario_041,low_buses_add_slack_plot,ieee39,builtin,2,False,50.59,10.0,20.59,15.0,0.0,0.0,5.0,True,False,False,True,False,"grounding,execution,semantic"
base_openai,Base OpenAI,scenario_041,low_buses_add_slack_plot,ieee39,builtin,3,False,40.91,10.0,20.0,10.91,0.0,0.0,0.0,True,False,False,False,False,"grounding,continuity,execution,semantic,artifact"
base_openai,Base OpenAI,scenario_042,low_buses_add_slack_plot,ieee39,builtin,1,False,45.0,0.0,25.0,15.0,0.0,0.0,5.0,False,False,False,True,False,"format,execution,semantic"
base_openai,Base OpenAI,scenario_042,low_buses_add_slack_plot,ieee39,builtin,2,False,40.59,0.0,20.59,15.0,0.0,0.0,5.0,False,False,False,True,False,"format,grounding,execution,semantic"
base_openai,Base OpenAI,scenario_042,low_buses_add_slack_plot,ieee39,builtin,3,False,30.91,0.0,20.0,10.91,0.0,0.0,0.0,False,False,False,False,False,"format,grounding,continuity,execution,semantic,artifact"
base_openai,Base OpenAI,scenario_043,voltage_rank_add_scale_plot,ieee39,uploaded,1,False,55.0,10.0,25.0,15.0,0.0,0.0,5.0,True,False,False,True,False,"grounding,execution,semantic"
base_openai,Base OpenAI,scenario_043,voltage_rank_add_scale_plot,ieee39,uploaded,2,False,50.59,10.0,20.59,15.0,0.0,0.0,5.0,True,False,False,True,False,"grounding,execution,semantic"
base_openai,Base OpenAI,scenario_043,voltage_rank_add_scale_plot,ieee39,uploaded,3,False,40.91,10.0,20.0,10.91,0.0,0.0,0.0,True,False,False,False,False,"grounding,continuity,execution,semantic,artifact"
base_openai,Base OpenAI,scenario_044,voltage_rank_add_scale_plot,ieee39,uploaded,1,False,55.0,10.0,25.0,15.0,0.0,0.0,5.0,True,False,False,True,False,"grounding,execution,semantic"
base_openai,Base OpenAI,scenario_044,voltage_rank_add_scale_plot,ieee39,uploaded,2,False,50.59,10.0,20.59,15.0,0.0,0.0,5.0,True,False,False,True,False,"grounding,execution,semantic"
base_openai,Base OpenAI,scenario_044,voltage_rank_add_scale_plot,ieee39,uploaded,3,False,30.0,10.0,20.0,0.0,0.0,0.0,0.0,True,False,False,False,False,"grounding,continuity,execution,semantic,artifact"
base_openai,Base OpenAI,scenario_045,voltage_rank_add_scale_plot,ieee39,uploaded,1,False,55.0,10.0,25.0,15.0,0.0,0.0,5.0,True,False,False,True,False,"grounding,execution,semantic"
base_openai,Base OpenAI,scenario_045,voltage_rank_add_scale_plot,ieee39,uploaded,2,False,50.59,10.0,20.59,15.0,0.0,0.0,5.0,True,False,False,True,False,"grounding,execution,semantic"
base_openai,Base OpenAI,scenario_045,voltage_rank_add_scale_plot,ieee39,uploaded,3,False,40.91,10.0,20.0,10.91,0.0,0.0,0.0,True,False,False,False,False,"grounding,continuity,execution,semantic,artifact"
base_openai,Base OpenAI,scenario_046,voltage_rank_add_scale_plot,ieee39,uploaded,1,False,55.0,10.0,25.0,15.0,0.0,0.0,5.0,True,False,False,True,False,"grounding,execution,semantic"
base_openai,Base OpenAI,scenario_046,voltage_rank_add_scale_plot,ieee39,uploaded,2,False,50.59,10.0,20.59,15.0,0.0,0.0,5.0,True,False,False,True,False,"grounding,execution,semantic"
base_openai,Base OpenAI,scenario_046,voltage_rank_add_scale_plot,ieee39,uploaded,3,False,40.91,10.0,20.0,10.91,0.0,0.0,0.0,True,False,False,False,False,"grounding,continuity,execution,semantic,artifact"
base_openai,Base OpenAI,scenario_047,threshold_slack_add_extremes,ieee39,uploaded,1,False,55.0,10.0,25.0,15.0,0.0,0.0,5.0,True,False,False,True,False,"execution,semantic"
